Col 1,Col 2,Col 3,Col 4,Col 5,Source URL
Impurity,doa,Fasaad,,,https://www.tkdl.res.in/tkdl/langdefault/Unani/Utility/KeywordDemo/Diseases.asp
indigestion,,Tukhma/Su-e-Hazm,,,https://www.tkdl.res.in/tkdl/langdefault/Unani/Utility/KeywordDemo/Diseases.asp
Induration of stomach,,Jusaat-e-Medah,,,https://www.tkdl.res.in/tkdl/langdefault/Unani/Utility/KeywordDemo/Diseases.asp
Induration of the Eyelids,,Jusaat -ul- Ajfaan,,,https://www.tkdl.res.in/tkdl/langdefault/Unani/Utility/KeywordDemo/Diseases.asp
Injury of the intestine,,Sahj-e-Ama'a,,,https://www.tkdl.res.in/tkdl/langdefault/Unani/Utility/KeywordDemo/Diseases.asp
Insect bite,Kadant,Lasa't-al-Hasharaat,,,https://www.tkdl.res.in/tkdl/langdefault/Unani/Utility/KeywordDemo/Diseases.asp
Insomnia,anidr,Sahar,Thookkaminmai,,https://www.tkdl.res.in/tkdl/langdefault/Unani/Utility/KeywordDemo/Diseases.asp
Intestinal Ulcer,,Qarha-e-Ama'a,,,https://www.tkdl.res.in/tkdl/langdefault/Unani/Utility/KeywordDemo/Diseases.asp
Intestinal worms/Worms infestation/Helminthiasis,,Deedaan-e-Amaa,,,https://www.tkdl.res.in/tkdl/langdefault/Unani/Utility/KeywordDemo/Diseases.asp
Ischialgia,,Waja'-al-Warik,,,https://www.tkdl.res.in/tkdl/langdefault/Unani/Utility/KeywordDemo/Diseases.asp
Lacrimation,,Buwaalataiin,,,https://www.tkdl.res.in/tkdl/langdefault/Unani/Utility/KeywordDemo/Diseases.asp
Laryngitis,,Waram-e-Hanjarah,,,https://www.tkdl.res.in/tkdl/langdefault/Unani/Utility/KeywordDemo/Diseases.asp
Leucorrhoea,vetapradara,Sailaane-Rehm,"Vellai noi,Vettai noi,Megam",,https://www.tkdl.res.in/tkdl/langdefault/Unani/Utility/KeywordDemo/Diseases.asp
Leukonychia,,Baras-al-Azfaar,,,https://www.tkdl.res.in/tkdl/langdefault/Unani/Utility/KeywordDemo/Diseases.asp
Lichen,,Huzaaz,,,https://www.tkdl.res.in/tkdl/langdefault/Unani/Utility/KeywordDemo/Diseases.asp
Loose teeth,dantacala,Taharruk-e-Asnaan,Pallaattam,,https://www.tkdl.res.in/tkdl/langdefault/Unani/Utility/KeywordDemo/Diseases.asp
Male Infertility,klaibya/klbat,Aqm/U'qm,Aan Maladu,,https://www.tkdl.res.in/tkdl/langdefault/Unani/Utility/KeywordDemo/Diseases.asp
Malignant Ulcers,karkata Vraa,Qurooh-e-Khabeesah,,,https://www.tkdl.res.in/tkdl/langdefault/Unani/Utility/KeywordDemo/Diseases.asp
Mastitis,Stanaotha,Waram-us- Sadi,,,https://www.tkdl.res.in/tkdl/langdefault/Unani/Utility/KeywordDemo/Diseases.asp
Melancholia,,Maali Kholia,,,https://www.tkdl.res.in/tkdl/langdefault/Unani/Utility/KeywordDemo/Diseases.asp
Melanic fever,,Humma-e-Saudavi,,,https://www.tkdl.res.in/tkdl/langdefault/Unani/Utility/KeywordDemo/Diseases.asp
Meningitis,,Faraaneetas,,,https://www.tkdl.res.in/tkdl/langdefault/Unani/Utility/KeywordDemo/Diseases.asp
Menorrhagia / Metrorrhagia,rakta pradara / asgdara,Kasrat-e-tams/ Istehaaza,"Kuruthi ozhukku noikal,Perumpaadu",,https://www.tkdl.res.in/tkdl/langdefault/Unani/Utility/KeywordDemo/Diseases.asp
Metralgia,,Waja'-al-Rehm,,,https://www.tkdl.res.in/tkdl/langdefault/Unani/Utility/KeywordDemo/Diseases.asp
Metritis,,Waram-e-Rehm,,,https://www.tkdl.res.in/tkdl/langdefault/Unani/Utility/KeywordDemo/Diseases.asp
Mole,,Kheelaan,,,https://www.tkdl.res.in/tkdl/langdefault/Unani/Utility/KeywordDemo/Diseases.asp
Mothers mark/Naevus,,Namash,,,https://www.tkdl.res.in/tkdl/langdefault/Unani/Utility/KeywordDemo/Diseases.asp
Mumps,Karamlaotha,Iltehaab Ghudda-e-Nakaf,,,https://www.tkdl.res.in/tkdl/langdefault/Unani/Utility/KeywordDemo/Diseases.asp
